316825.707592131	4158126.75233604	
316825.707592131	4158126.75233604	
316825.707592131	4158126.75233604	
316825.698757751	4158126.752531	
316825.698757751	4158126.752531	
316825.699002625	4158126.76362725	
316825.699002625	4158126.76362725	
316825.699002625	4158126.76362725	
316825.690168244	4158126.7638222	
316825.690168244	4158126.7638222	
316825.690168244	4158126.7638222	
316825.690168244	4158126.7638222	
316825.681333865	4158126.76401716	
316825.681578739	4158126.77511341	
316825.672744359	4158126.77530837	
316825.672744359	4158126.77530837	
316825.672744359	4158126.77530837	
316825.663909978	4158126.77550333	
316825.663909978	4158126.77550333	
316825.663909978	4158126.77550333	
316825.663909978	4158126.77550333	
316825.655075599	4158126.77569829	
316825.655075599	4158126.77569829	
316825.655075599	4158126.77569829	
316825.655075599	4158126.77569829	
316825.646241218	4158126.77589324	
316825.646241218	4158126.77589324	
316825.646486092	4158126.78698949	
316825.637651712	4158126.78718445	
316825.619982952	4158126.78757437	
316825.593724686	4158126.79925549	
316825.549552786	4158126.80023028	
316825.523049645	4158126.80081516	
316825.479122619	4158126.8128862	
316825.452619479	4158126.81347108	
316825.417281958	4158126.81425091	
316825.381944439	4158126.81503075	
316825.346851793	4158126.82690683	
316825.294090387	4158126.83917283	
316825.240839232	4158126.82924634	
316825.188077827	4158126.84151234	
316825.134826672	4158126.83158585	
316825.0999789	4158126.85455818	
316825.056051875	4158126.86662922	
316825.020959231	4158126.87850531	
316824.985866585	4158126.89038139	
316824.942184435	4158126.91354868	
316824.91592617	4158126.92522981	
316824.8810784	4158126.94820214	
316824.845740879	4158126.94898198	
316824.801813855	4158126.96105303	
316824.775555591	4158126.97273415	
316824.749297326	4158126.98441528	
316824.723039061	4158126.9960964	
316824.687701542	4158126.99687624	
316824.670522532	4158127.01945866	
316824.644019393	4158127.02004354	
316824.626840384	4158127.04262595	
316824.60058212	4158127.05430708	
316824.57456873	4158127.07708445	
316824.539476087	4158127.08896054	
316824.513462698	4158127.11173791	
316824.47861493	4158127.13471025	
316824.452356666	4158127.14639137	
316824.417508898	4158127.16936371	
316824.382416255	4158127.1812398	
316824.347323611	4158127.19311588	
316824.321065348	4158127.20479701	
316824.277383201	4158127.22796431	
316824.242535434	4158127.25093664	
316824.207442792	4158127.26281273	
316824.181429405	4158127.28559011	
316824.146581638	4158127.30856244	
316824.111488995	4158127.32043853	
316824.094309988	4158127.34302095	
316824.059462223	4158127.36599328	
316824.02436958	4158127.37786937	
316823.998601071	4158127.411743	
316823.963508428	4158127.42361908	
316823.937250167	4158127.43530021	
316823.902647277	4158127.4693688	
316823.876633892	4158127.49214617	
316823.832706871	4158127.50421723	
316823.780190347	4158127.52757948	
316823.736997956	4158127.57293928	
316823.693070936	4158127.58501033	
316823.631964911	4158127.6196638	
316823.570858886	4158127.65431726	
316823.509263108	4158127.66677824	
316823.447422454	4158127.66814296	
316823.394905933	4158127.69150523	
316823.324475777	4158127.70416116	
316823.271959256	4158127.72752342	
316823.210608356	4158127.75108065	
316823.157846959	4158127.76334666	
316823.096496059	4158127.78690389	
316823.035145161	4158127.81046111	
316822.973794262	4158127.83401834	
316822.912198486	4158127.84647932	
316822.85060271	4158127.85894029	
316822.789251812	4158127.88249752	
316822.718821659	4158127.89515346	
316822.666550018	4158127.92961198	
316822.604954243	4158127.94207296	
316822.561272104	4158127.96524026	
316822.517589966	4158127.98840757	
316822.464828571	4158128.00067359	
316822.421391312	4158128.03493714	
316822.351450915	4158128.06978558	
316822.299179278	4158128.1042441	
316822.246417883	4158128.11651012	
316822.202980625	4158128.15077367	
316822.150708989	4158128.18523219	
316822.10727173	4158128.21949574	
316822.063589595	4158128.24266305	
316822.028741839	4158128.26563539	
316821.99413896	4158128.29970399	
316821.950701704	4158128.33396754	
316821.907264448	4158128.3682311	
316821.845668677	4158128.38069208	
316821.810576042	4158128.39256819	
316821.766893908	4158128.4157355	
316821.713887638	4158128.41690527	
316821.687384501	4158128.41749016	
316821.661860883	4158128.46246004	
